baseline,label,final_equity,total_return,cagr,sharpe,sortino,max_drawdown,calmar,n_trades,total_costs,time_in_market,bars
cash,agent's traded window,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3333.0
buy_and_hold,agent's traded window,2856.6103785068176,27.566103785068176,0.44370838004321445,0.8852238545199019,1.2182504733727402,-0.8382111562389614,0.5293515562762563,1.0,0.15000000000001237,0.9996999699969997,3333.0
sma_50_200,agent's traded window,560.7148143736433,4.607148143736433,0.2078696261658164,0.6416736613199093,0.6070381779546513,-0.6601923995389063,0.3148621921594332,19.0,9.61659163463114,0.4884488448844885,3333.0
price_above_sma_200,agent's traded window,923.2262859521666,8.232262859521665,0.27568527055784786,0.7840438908011856,0.796085497331225,-0.6444872267269584,0.42775909145309393,67.0,49.86802238854715,0.49114911491149116,3333.0
momentum_12m,agent's traded window,1446.3921964776266,13.463921964776267,0.33999187652746454,0.8532127346642178,1.004785910029923,-0.5315468823501759,0.6396272611443566,44.0,24.519403315259964,0.6135613561356136,3333.0
