dimension,regime,bars,share_of_sample,total_return,annualised,sharpe,worst_bar,hit_rate,benchmark_return,excess
trend,bear,1020,0.30603060306030605,-0.38712353082745354,-0.1607084156827091,-0.8327152559882481,-0.09307795068292046,0.28137254901960784,-0.8051419402997528,0.4180184094722993
trend,bull,1720,0.5160516051605161,8.285813983287532,0.6046503036055162,1.3734530632755444,-0.11738391603103315,0.4029069767441861,24.258446466881846,-15.972632483594314
trend,sideways,393,0.11791179117911792,0.19919539852590384,0.18377535767018194,0.7328429726424649,-0.11201659094178784,0.35877862595419846,0.8396243878226113,-0.6404289892967074
volatility,high_vol,698,0.20942094209420942,0.4290076687136304,0.20523318341854013,0.656358739865599,-0.10808928588889521,0.37679083094555876,0.6127353919037171,-0.18372772319008668
volatility,low_vol,966,0.28982898289828984,0.30820938180389823,0.10684326813635248,0.5022435158104636,-0.09307795068292046,0.36335403726708076,0.1901266694975241,0.11808271230637413
volatility,normal_vol,1580,0.474047404740474,4.025098881246699,0.4520222811312695,1.2585995868828772,-0.11738391603103315,0.35822784810126584,6.00210059055264,-1.9770017093059415
event,benchmark_drawdown_over_20pct,2402,0.7206720672067207,0.14461249005824417,,0.21237058756317412,-0.11201659094178784,0.3318068276436303,,
