bps_per_side,final_equity,sharpe,max_drawdown
0,4732.471744678624,1.0672015464720845,-0.48493057397539296
4,4504.018684372252,1.0567495139476577,-0.4893438755350008
15,3766.2236948227956,1.0184919154109342,-0.47284839646137555
25,3569.640322043465,1.0071026637382519,-0.4841370071521033
35,2842.6654448310355,0.9604946445941399,-0.4952038201338991
50,2119.493967822572,0.8982836236908653,-0.550691714153891
75,1670.3336545437292,0.8477719860150695,-0.5465200458230051
100,1248.457538991605,0.786962651976113,-0.6016650602788706
150,493.16067410394203,0.5920972164085739,-0.665441253618918
