timestamp,equity
2017-07-29 00:00:00+00:00,100.0
2017-07-30 00:00:00+00:00,100.2135101831782
2017-07-31 00:00:00+00:00,101.65088604210979
2017-08-01 00:00:00+00:00,100.30653021769405
2017-08-02 00:00:00+00:00,99.95294592370298
2017-08-03 00:00:00+00:00,100.89526050591473
2017-08-04 00:00:00+00:00,101.79686255537524
2017-08-05 00:00:00+00:00,106.79716758483552
2017-08-06 00:00:00+00:00,106.5434098016356
2017-08-07 00:00:00+00:00,108.59022377737078
2017-08-08 00:00:00+00:00,108.8716447092087
2017-08-09 00:00:00+00:00,108.04380225284993
2017-08-10 00:00:00+00:00,109.09891290480181
2017-08-11 00:00:00+00:00,111.27945426683621
2017-08-12 00:00:00+00:00,113.27765186814776
2017-08-13 00:00:00+00:00,114.75392494558068
2017-08-14 00:00:00+00:00,116.8234528141682
2017-08-15 00:00:00+00:00,115.25612741808685
2017-08-16 00:00:00+00:00,117.29094150651474
2017-08-17 00:00:00+00:00,116.41921041379524
2017-08-18 00:00:00+00:00,114.69231111911795
2017-08-19 00:00:00+00:00,115.29402286719053
2017-08-20 00:00:00+00:00,113.74682329312814
2017-08-21 00:00:00+00:00,113.04432559730671
2017-08-22 00:00:00+00:00,114.33489086825853
2017-08-23 00:00:00+00:00,115.07323759938416
2017-08-24 00:00:00+00:00,117.49003616345323
2017-08-25 00:00:00+00:00,118.25973126344338
2017-08-26 00:00:00+00:00,118.00397197154223
2017-08-27 00:00:00+00:00,117.93530190656112
2017-08-28 00:00:00+00:00,118.66734763491083
2017-08-29 00:00:00+00:00,122.15810312341615
2017-08-30 00:00:00+00:00,121.88048685121223
2017-08-31 00:00:00+00:00,124.52224545556867
2017-09-01 00:00:00+00:00,127.85054159794291
2017-09-02 00:00:00+00:00,122.98981015747476
2017-09-03 00:00:00+00:00,122.59932052430429
2017-09-04 00:00:00+00:00,120.51475180587532
2017-09-05 00:00:00+00:00,119.2039612394034
2017-09-06 00:00:00+00:00,122.80238737997658
2017-09-07 00:00:00+00:00,122.95912179019373
2017-09-08 00:00:00+00:00,117.58744171602618
2017-09-09 00:00:00+00:00,117.28102594405162
2017-09-10 00:00:00+00:00,115.65490643804861
2017-09-11 00:00:00+00:00,114.85869563414546
2017-09-12 00:00:00+00:00,113.95355441514137
2017-09-13 00:00:00+00:00,107.8957694602482
2017-09-14 00:00:00+00:00,100.83108572948214
2017-09-15 00:00:00+00:00,105.21220261402512
2017-09-16 00:00:00+00:00,105.10831627031556
2017-09-17 00:00:00+00:00,105.0640025684898
2017-09-18 00:00:00+00:00,107.6390080891077
2017-09-19 00:00:00+00:00,106.72349870549016
2017-09-20 00:00:00+00:00,106.54253895199167
2017-09-21 00:00:00+00:00,105.33174936872811
2017-09-22 00:00:00+00:00,105.33401309315832
2017-09-23 00:00:00+00:00,105.94193838181589
2017-09-24 00:00:00+00:00,105.51305508459713
2017-09-25 00:00:00+00:00,106.4220397401376
2017-09-26 00:00:00+00:00,106.3128060906384
2017-09-27 00:00:00+00:00,107.27506671512954
2017-09-28 00:00:00+00:00,107.20881038975945
2017-09-29 00:00:00+00:00,107.04453353878785
2017-09-30 00:00:00+00:00,107.96652026852392
2017-10-01 00:00:00+00:00,108.24923044591291
2017-10-02 00:00:00+00:00,108.23859272198321
2017-10-03 00:00:00+00:00,107.75085090339547
2017-10-04 00:00:00+00:00,107.2192250425129
2017-10-05 00:00:00+00:00,107.45091863413629
2017-10-06 00:00:00+00:00,107.5149413213875
2017-10-07 00:00:00+00:00,107.5495627623813
2017-10-08 00:00:00+00:00,107.58522147427105
2017-10-09 00:00:00+00:00,107.70937768883608
2017-10-10 00:00:00+00:00,107.6996925280382
2017-10-11 00:00:00+00:00,107.74127151727298
2017-10-12 00:00:00+00:00,108.28303869963055
2017-10-13 00:00:00+00:00,109.38860990744539
2017-10-14 00:00:00+00:00,110.59709949846362
2017-10-15 00:00:00+00:00,109.5871297454452
2017-10-16 00:00:00+00:00,110.13784404568692
2017-10-17 00:00:00+00:00,108.66215624608385
2017-10-18 00:00:00+00:00,108.48276250239064
2017-10-19 00:00:00+00:00,109.67110848246878
2017-10-20 00:00:00+00:00,112.28579981117504
2017-10-21 00:00:00+00:00,112.61377119535032
2017-10-22 00:00:00+00:00,112.38348080032176
2017-10-23 00:00:00+00:00,111.30799536146479
2017-10-24 00:00:00+00:00,107.1762899444306
2017-10-25 00:00:00+00:00,109.50553127344709
2017-10-26 00:00:00+00:00,111.15187300520834
2017-10-27 00:00:00+00:00,109.94013335418043
2017-10-28 00:00:00+00:00,109.63624846185652
2017-10-29 00:00:00+00:00,113.84872928435301
2017-10-30 00:00:00+00:00,113.67664727137216
2017-10-31 00:00:00+00:00,117.16008663193404
2017-11-01 00:00:00+00:00,120.83710468596267
2017-11-02 00:00:00+00:00,123.619621979771
2017-11-03 00:00:00+00:00,125.03134590077416
2017-11-04 00:00:00+00:00,127.66458069120792
2017-11-05 00:00:00+00:00,127.44147120434631
2017-11-06 00:00:00+00:00,122.85724980617383
2017-11-07 00:00:00+00:00,124.5603731737641
2017-11-08 00:00:00+00:00,128.26616203753403
2017-11-09 00:00:00+00:00,124.87924060097215
2017-11-10 00:00:00+00:00,118.5998213790249
2017-11-11 00:00:00+00:00,116.37145442481847
2017-11-12 00:00:00+00:00,111.4262327569241
2017-11-13 00:00:00+00:00,116.24263349553138
2017-11-14 00:00:00+00:00,116.75831798789235
2017-11-15 00:00:00+00:00,121.89800575350364
2017-11-16 00:00:00+00:00,125.26284761257412
2017-11-17 00:00:00+00:00,124.49459797557955
2017-11-18 00:00:00+00:00,124.88114257568262
2017-11-19 00:00:00+00:00,126.46212860380885
2017-11-20 00:00:00+00:00,128.2738086567938
2017-11-21 00:00:00+00:00,127.07014064059369
2017-11-22 00:00:00+00:00,128.2246008153043
2017-11-23 00:00:00+00:00,126.43281312286692
2017-11-24 00:00:00+00:00,127.93811456343819
2017-11-25 00:00:00+00:00,132.6909697890962
2017-11-26 00:00:00+00:00,137.64949905439056
2017-11-27 00:00:00+00:00,140.65928316945173
2017-11-28 00:00:00+00:00,142.1354365375268
2017-11-29 00:00:00+00:00,142.02883319373436
2017-11-30 00:00:00+00:00,141.75880414010345
2017-12-01 00:00:00+00:00,149.6749621210767
2017-12-02 00:00:00+00:00,150.16949683421518
2017-12-03 00:00:00+00:00,153.11508968849813
2017-12-04 00:00:00+00:00,156.01335786327877
2017-12-05 00:00:00+00:00,156.6222741979825
2017-12-06 00:00:00+00:00,176.04053996643978
2017-12-07 00:00:00+00:00,196.4040810091107
2017-12-08 00:00:00+00:00,191.52992090408736
2017-12-09 00:00:00+00:00,186.53267449040877
2017-12-10 00:00:00+00:00,186.43826551175954
2017-12-11 00:00:00+00:00,193.9822378542482
2017-12-12 00:00:00+00:00,197.97398373368029
2017-12-13 00:00:00+00:00,193.054930835618
2017-12-14 00:00:00+00:00,193.3393869320288
2017-12-15 00:00:00+00:00,198.01440420275645
2017-12-16 00:00:00+00:00,207.05034097047837
2017-12-17 00:00:00+00:00,205.76908301386786
2017-12-18 00:00:00+00:00,204.16181388211206
2017-12-19 00:00:00+00:00,198.48744187945357
2017-12-20 00:00:00+00:00,192.1438392800207
2017-12-21 00:00:00+00:00,188.65448910219368
2017-12-22 00:00:00+00:00,181.33516947204407
2017-12-23 00:00:00+00:00,185.42600459496578
2017-12-24 00:00:00+00:00,181.388921604605
2017-12-25 00:00:00+00:00,181.15273369407342
2017-12-26 00:00:00+00:00,188.8061485931835
2017-12-27 00:00:00+00:00,187.01522049325763
2017-12-28 00:00:00+00:00,183.1670273004985
2017-12-29 00:00:00+00:00,183.64975614878162
2017-12-30 00:00:00+00:00,176.411089363148
2017-12-31 00:00:00+00:00,180.7043716461139
2018-01-01 00:00:00+00:00,179.0967301618108
2018-01-02 00:00:00+00:00,184.55806183810157
2018-01-03 00:00:00+00:00,185.6301987789391
2018-01-04 00:00:00+00:00,185.7913196991517
2018-01-05 00:00:00+00:00,192.03331954129192
2018-01-06 00:00:00+00:00,192.51128294558535
2018-01-07 00:00:00+00:00,188.80100821773271
2018-01-08 00:00:00+00:00,184.08305982980755
2018-01-09 00:00:00+00:00,182.03378492815006
2018-01-10 00:00:00+00:00,183.8082951797662
2018-01-11 00:00:00+00:00,176.7074729133799
2018-01-12 00:00:00+00:00,179.02713889368377
2018-01-13 00:00:00+00:00,180.69436766551797
2018-01-14 00:00:00+00:00,178.28507596131988
2018-01-15 00:00:00+00:00,177.98497931351835
2018-01-16 00:00:00+00:00,168.83214483378634
2018-01-17 00:00:00+00:00,168.10459138330796
2018-01-18 00:00:00+00:00,168.25103334138436
2018-01-19 00:00:00+00:00,168.5910871249558
2018-01-20 00:00:00+00:00,171.1640661687127
2018-01-21 00:00:00+00:00,168.93208153007782
2018-01-22 00:00:00+00:00,167.58736471496525
2018-01-23 00:00:00+00:00,167.7039533464154
2018-01-24 00:00:00+00:00,168.81199381521407
2018-01-25 00:00:00+00:00,168.36265234874386
2018-01-26 00:00:00+00:00,168.27988571561957
2018-01-27 00:00:00+00:00,168.27988571561957
2018-01-28 00:00:00+00:00,169.15754423318572
2018-01-29 00:00:00+00:00,167.34541808089887
2018-01-30 00:00:00+00:00,161.76516957759856
2018-01-31 00:00:00+00:00,162.28369784882926
2018-02-01 00:00:00+00:00,156.92130851868887
2018-02-02 00:00:00+00:00,156.6444720756043
2018-02-03 00:00:00+00:00,155.77700004581666
2018-02-04 00:00:00+00:00,155.90805368813935
2018-02-05 00:00:00+00:00,160.6754303068049
2018-02-06 00:00:00+00:00,156.15009322623015
2018-02-07 00:00:00+00:00,156.69165645389046
2018-02-08 00:00:00+00:00,153.48503307923218
2018-02-09 00:00:00+00:00,151.2201773023861
2018-02-10 00:00:00+00:00,151.82298833875035
2018-02-11 00:00:00+00:00,154.17242496202425
2018-02-12 00:00:00+00:00,150.18419906175424
2018-02-13 00:00:00+00:00,150.73343877384647
2018-02-14 00:00:00+00:00,146.10960335807545
2018-02-15 00:00:00+00:00,145.22788335218326
2018-02-16 00:00:00+00:00,145.0210011490203
2018-02-17 00:00:00+00:00,143.5970219769215
2018-02-18 00:00:00+00:00,144.48852869757053
2018-02-19 00:00:00+00:00,143.56284270946605
2018-02-20 00:00:00+00:00,143.44316269730413
2018-02-21 00:00:00+00:00,144.28902625650338
2018-02-22 00:00:00+00:00,144.9661111297507
2018-02-23 00:00:00+00:00,144.61996424936342
2018-02-24 00:00:00+00:00,145.11419751870847
2018-02-25 00:00:00+00:00,145.21005654083982
2018-02-26 00:00:00+00:00,144.4422817592409
2018-02-27 00:00:00+00:00,144.1487530633441
