symbol,tier,bars,start,end,final_equity,cagr,sharpe,sortino,max_drawdown,n_trades,time_in_market,total_costs,bl_buy_and_hold,bl_buy_and_hold_sharpe,bl_price_above_sma_200,bl_price_above_sma_200_sharpe,bl_momentum_12m,bl_momentum_12m_sharpe,excess_vs_buy_hold,beats_buy_hold,beats_sma_200,label
BTC-USD,trained,4073.0,2015-07-20,2026-09-12,126199.94275439951,0.8965671334981438,1.41219647979821,1.8266118638274327,-0.5731394034239631,611.0,0.763810459121041,9443.767138421215,27554.498835264178,1.0909586340205157,15427.512727821111,1.1366592150673551,23614.360173282985,1.1554108642374847,98645.44391913533,True,True,floor050
ETH-USD,validation,3758.0,2016-06-01,2026-09-14,22497.432273680708,0.6924442846252195,1.2194460772044151,1.5487015904924504,-0.6354027506373925,570.0,0.7115486961149547,1940.4387045550848,18027.727194152227,1.0071348504138513,78144.1198929242,1.2625714051591463,17094.91967119258,1.0428975631566375,4469.705079528481,True,False,floor050
DIA,unseen,2513.0,2016-09-14,2026-09-14,128.22801555532584,0.025256854690580477,0.22582205439497166,0.25399066366969364,-0.4790145623723103,92.0,0.8432152805411859,11.494895246521693,285.967426208981,0.6926168861274181,148.0614418543754,0.4020288415467756,136.50521602417635,0.3123632720071381,-157.73941065365517,False,False,floor050
IWM,unseen,2513.0,2016-09-14,2026-09-14,83.01672235033953,-0.01849884540741087,0.0918968634793001,0.11404985736656993,-0.5887340324095347,208.0,0.71150019896538,17.98777989740597,238.24014359493015,0.4933987605293451,143.0088733980665,0.32014410604506394,152.09340849798372,0.36363546187344525,-155.2234212445906,False,False,floor050
QQQ,unseen,2513.0,2016-09-14,2026-09-14,581.1184416231166,0.19308081489750184,0.7005433544331645,0.8355762978317312,-0.4499784648040118,139.0,0.8567449263828094,19.740463122946714,611.6094168817235,0.9183588561202082,415.76059693039866,0.9448525116778443,309.17604567733594,0.6898055330362902,-30.49097525860691,False,True,floor050
SPY,unseen,2513.0,2016-09-14,2026-09-14,186.28285915291445,0.06439624024651525,0.36971996805530555,0.4104941964716201,-0.5142865057067417,77.0,0.8452049343414246,10.092266216474417,351.5013554980908,0.7960855740903413,197.98894100248577,0.6404029421985815,208.50399209039645,0.6136422317728458,-165.21849634517633,False,False,floor050
